County/City,Democratic,Republican,Total Votes Cast,Year,Republican Share
Accomack County,2087,307,2426,1924,12.65457543
Albemarle County,1383,366,1801,1924,20.32204331
fsds,1136,556,1958,1924,28.39632278
Alleghany County,589,856,1628,1924,52.57985258
sdfsd,372,153,540,1924,28.33333333
sdfds,1092,129,1326,1924,9.728506787
fsfd,952,101,1071,1924,9.430438842
sdfsd,1209,1307,2921,1924,44.74495036
sdfsd,1920,1265,3263,1924,38.7680049
Bath County,404,407,835,1924,48.74251497
Bedford County,1811,432,2274,1924,18.99736148
Bland County,604,609,1217,1924,50.04108463
Botetourt County,1427,1264,2752,1924,45.93023256
Bristol City,1036,440,1505,1924,29.2358804
Brunswick County,887,65,982,1924,6.619144603
Buchanan County,870,1080,1964,1924,54.9898167
Buckingham County,623,213,851,1924,25.0293772
Buena Vista City,235,149,392,1924,38.01020408
Campbell County,1468,372,1982,1924,18.76892028
Caroline County,840,223,1083,1924,20.59095106
Carroll County,1257,1743,3014,1924,57.83012608
Charles City County,141,82,231,1924,35.4978355
Charlotte County,1006,154,1244,1924,12.37942122
Charlottesville City,831,218,1157,1924,18.84183232
Chesterfield County,967,282,1324,1924,21.29909366
Clarke County,687,76,778,1924,9.768637532
Clifton Forge City,447,225,961,1924,23.41311134
Craig County,512,300,831,1924,36.10108303
Culpeper County,876,190,1108,1924,17.14801444
Cumberland County,398,61,487,1924,12.52566735
Danville City,1577,473,2237,1924,21.14438981
Dickenson County,1618,1294,3031,1924,42.6921808
Dinwiddie County,685,122,830,1924,14.69879518
Elizabeth City County,698,312,1098,1924,28.41530055
Essex County,315,60,384,1924,15.625
Fairfax County,1586,765,2546,1924,30.04713276
Fauquier County,1277,345,1711,1924,20.16364699
Floyd County,515,984,1512,1924,65.07936508
Fluvanna County,452,136,615,1924,22.11382114
Franklin County,1902,1077,2992,1924,35.9959893
Frederick County,1314,484,1827,1924,26.49151615
Fredericksburg City,558,223,808,1924,27.5990099
Giles County,1319,852,2229,1924,38.22341857
Gloucester County,616,109,730,1924,14.93150685
Goochland County,394,164,598,1924,27.42474916
Grayson County,1611,1442,3073,1924,46.92482916
Greene County,285,240,533,1924,45.02814259
Greensville County,417,132,572,1924,23.07692308
Halifax County,2245,374,2664,1924,14.03903904
Hampton City,471,129,615,1924,20.97560976
Hanover County,732,135,905,1924,14.91712707
Harrisonburg City,624,631,1270,1924,49.68503937
Henrico County,1052,416,1600,1924,26
Henry County,1097,565,1697,1924,33.29404832
Highland County,508,454,972,1924,46.70781893
Hopewell City,277,206,491,1924,41.95519348
Isle of Wight County,631,190,827,1924,22.97460701
James City County,173,54,240,1924,22.5
King and Queen County,314,134,452,1924,29.6460177
King George County,280,206,502,1924,41.03585657
King William County,372,148,533,1924,27.7673546
Lancaster County,564,90,668,1924,13.47305389
Lee County,2376,2456,4944,1924,49.6763754
Loudoun County,1794,152,2028,1924,7.495069034
Louisa County,707,282,1046,1924,26.95984704
Lunenburg County,686,130,1035,1924,12.56038647
Lynchburg City,2086,606,2820,1924,21.4893617
Madison County,589,347,971,1924,35.73635427
Mathews County,678,195,883,1924,22.08380521
Mecklenburg County,1649,286,1955,1924,14.62915601
Middlesex County,438,78,523,1924,14.91395793
Montgomery County,1142,964,2169,1924,44.44444444
Nansemond County,539,99,651,1924,15.20737327
Nelson County,1042,350,1428,1924,24.50980392
New Kent County,178,86,279,1924,30.82437276
Newport News City,1574,917,2780,1924,32.98561151
Norfolk County,1000,289,1366,1924,21.15666179
Norfolk City,5061,2447,7919,1924,30.90036621
Northampton County,941,180,1159,1924,15.53062985
Northumberland County,589,130,729,1924,17.83264746
Nottoway County,840,181,1161,1924,15.59000861
Orange County,834,181,1068,1924,16.94756554
Page County,1015,885,2055,1924,43.06569343
Patrick County,1138,783,1932,1924,40.52795031
Petersburg City,1331,228,1591,1924,14.33060968
Pittsylvania County,2563,880,3556,1924,24.74690664
Portsmouth City,2206,604,3405,1924,17.73861968
Powhatan County,247,110,368,1924,29.89130435
Prince Edward County,714,140,863,1924,16.22247972
Prince George County,279,90,381,1924,23.62204724
Prince William County,847,269,1168,1924,23.03082192
Princess Anne County,690,137,858,1924,15.96736597
Pulaski County,1767,1422,3279,1924,43.36688015
Radford City,394,314,807,1924,38.90954151
Rappahannock County,395,89,505,1924,17.62376238
Richmond County,340,125,471,1924,26.53927813
Richmond City,9904,2600,13411,1924,19.38707032
Roanoke County,1078,695,1888,1924,36.81144068
Roanoke City,3930,1747,6432,1924,27.16106965
Rockbridge County,1394,680,2132,1924,31.89493433
Rockingham County,2040,1982,4122,1924,48.08345463
Russell County,2554,1848,4475,1924,41.29608939
Scott County,2177,2666,4910,1924,54.29735234
Shenandoah County,2186,2214,4534,1924,48.83105426
Smyth County,1907,2232,4170,1924,53.52517986
S. Norfolk City,281,134,439,1924,30.523918
Southampton County,1119,203,1404,1924,14.45868946
Spotsylvania County,448,255,735,1924,34.69387755
Stafford County,450,433,926,1924,46.76025918
Staunton City,1022,549,1609,1924,34.12057178
Suffolk City,557,179,760,1924,23.55263158
Surry County,388,72,502,1924,14.34262948
Sussex County,607,132,747,1924,17.67068273
Tazewell County,2568,2631,5471,1924,48.08992872
Warren County,699,150,887,1924,16.91093574
Warwick County,248,58,322,1924,18.01242236
Washington County,3083,2848,6014,1924,47.35616894
Westmoreland County,484,157,655,1924,23.96946565
Williamsburg City,196,31,227,1924,13.65638767
Winchester City,820,420,1258,1924,33.3863275
Wise County,4157,3322,8215,1924,40.43822276
Wythe County,1899,1996,3944,1924,50.60851927
York County,305,75,395,1924,18.98734177
TOTALS,139716,73312,223405,1924,32.81573823
Accomack County,1826,1367,3193,1928,42.81240213
Albemarle County,1571,846,2417,1928,35.00206868
Alexandria City,1307,1617,2924,1928,55.30095759
Alleghany County,622,1642,2264,1928,72.52650177
Amelia County,498,277,775,1928,35.74193548
Amherst County,1442,447,1889,1928,23.66331392
Appomattox County,885,446,1331,1928,33.50864012
Arlington County,1444,4274,5718,1928,74.74641483
Augusta County,1507,2679,4186,1928,63.99904443
Bath County,409,731,1140,1928,64.12280702
Bedford County,1436,1118,2554,1928,43.77447142
Bland County,575,826,1401,1928,58.95788722
Botetourt County,1200,1575,2775,1928,56.75675676
Bristol City,922,630,1552,1928,40.59278351
Brunswick County,922,245,1167,1928,20.99400171
Buchanan County,1365,1333,2698,1928,49.40696812
Buckingham County,599,579,1178,1928,49.15110357
Buena Vista City,172,267,439,1928,60.82004556
Campbell County,967,801,1768,1928,45.30542986
Caroline County,639,638,1277,1928,49.96084573
Carroll County,1117,2459,3576,1928,68.7639821
Charles City County,105,207,312,1928,66.34615385
Charlotte County,1112,403,1515,1928,26.60066007
Charlottesville City,992,708,1700,1928,41.64705882
Chesterfield County,1082,1325,2407,1928,55.04777732
Clarke County,740,248,988,1928,25.10121457
Clifton Forge City,591,781,1372,1928,56.92419825
Craig County,489,451,940,1928,47.9787234
Culpeper County,836,753,1589,1928,47.38829452
Cumberland County,442,213,655,1928,32.51908397
Danville City,1196,2360,3556,1928,66.36670416
Dickenson County,1879,1868,3747,1928,49.85321591
Dinwiddie County,945,332,1277,1928,25.99843383
Elizabeth City County,807,1122,1929,1928,58.16485226
Essex County,321,195,516,1928,37.79069767
Fairfax County,1229,2507,3736,1928,67.10385439
Fauquier County,1531,972,2503,1928,38.83339992
Floyd County,433,1481,1914,1928,77.37722048
Fluvanna County,447,327,774,1928,42.24806202
Franklin County,1861,1529,3390,1928,45.10324484
Frederick County,1140,1006,2146,1928,46.8779124
Fredericksburg City,594,697,1291,1928,53.98915569
Giles County,1293,1313,2606,1928,50.38372985
Gloucester County,587,614,1201,1928,51.12406328
Goochland County,431,318,749,1928,42.45660881
Grayson County,1713,2728,4441,1928,61.42760639
Greene County,259,423,682,1928,62.02346041
Greensville County,519,318,837,1928,37.99283154
Halifax County,2742,1091,3833,1928,28.46334464
Hampton City,615,544,1159,1928,46.93701467
Hanover County,831,592,1423,1928,41.60224877
Harrisonburg City,616,1037,1653,1928,62.73442226
Henrico County,1349,1887,3236,1928,58.31273177
Henry County,1267,1139,2406,1928,47.33998337
Highland County,371,623,994,1928,62.67605634
Hopewell City,482,505,987,1928,51.16514691
Isle of Wight County,531,555,1086,1928,51.10497238
James City County,201,204,405,1928,50.37037037
King and Queen County,280,319,599,1928,53.25542571
King George County,309,413,722,1928,57.20221607
King William County,431,329,760,1928,43.28947368
Lancaster County,315,520,835,1928,62.2754491
Lee County,2383,3337,5720,1928,58.33916084
Loudoun County,1915,1325,3240,1928,40.89506173
Louisa County,734,772,1506,1928,51.26162019
Lunenburg County,1199,314,1513,1928,20.75346993
Lynchburg City,1987,2730,4717,1928,57.8757685
Madison County,580,772,1352,1928,57.10059172
Mathews County,431,855,1286,1928,66.48522551
Mecklenburg County,1752,784,2536,1928,30.9148265
Middlesex County,397,318,715,1928,44.47552448
Montgomery County,967,1861,2828,1928,65.80622348
Nansemond County,737,649,1386,1928,46.82539683
Nelson County,1216,618,1834,1928,33.69683751
New Kent County,178,217,395,1928,54.93670886
Newport News City,1951,3118,5069,1928,61.51114618
Norfolk County,1418,1922,3340,1928,57.54491018
Norfolk City,5888,8392,14280,1928,58.767507
Northampton County,935,688,1623,1928,42.39063463
Northumberland County,286,744,1030,1928,72.23300971
Nottoway County,986,667,1653,1928,40.35087719
Orange County,846,732,1578,1928,46.3878327
Page County,1025,1580,2605,1928,60.65259117
Patrick County,883,1191,2074,1928,57.42526519
Petersburg City,1379,909,2288,1928,39.72902098
Pittsylvania County,1688,2598,4286,1928,60.61595894
Portsmouth City,2587,3474,6061,1928,57.31727438
Powhatan County,287,189,476,1928,39.70588235
Prince Edward County,699,494,1193,1928,41.40821459
Prince George County,428,235,663,1928,35.44494721
Prince William County,826,817,1643,1928,49.72611077
Princess Anne County,841,1040,1881,1928,55.2897395
Pulaski County,1821,1998,3819,1928,52.31736057
Radford City,373,524,897,1928,58.41694537
Rappahannock County,513,329,842,1928,39.0736342
Richmond County,292,467,759,1928,61.52832675
Richmond City,10213,10767,20980,1928,51.32030505
Roanoke County,1284,2675,3959,1928,67.56756757
Roanoke City,4018,6471,10489,1928,61.6932024
Rockbridge County,1311,1206,2517,1928,47.91418355
Rockingham County,1402,3822,5224,1928,73.16232772
Russell County,2511,2006,4517,1928,44.41000664
Scott County,2355,2916,5271,1928,55.32157086
Shenandoah County,1589,3420,5009,1928,68.27710122
Smyth County,1937,2751,4688,1928,58.68174061
S. Norfolk City,158,865,1023,1928,84.55522972
Southampton County,844,648,1492,1928,43.43163539
Spotsylvania County,439,654,1093,1928,59.83531565
Stafford County,441,797,1238,1928,64.37802908
Staunton City,733,1026,1759,1928,58.32859579
Suffolk City,637,573,1210,1928,47.3553719
Surry County,541,157,698,1928,22.49283668
Sussex County,547,385,932,1928,41.30901288
Tazewell County,1979,3072,5051,1928,60.81963968
Warren County,710,564,1274,1928,44.2700157
Warwick County,298,465,763,1928,60.94364351
Washington County,2666,3449,6115,1928,56.40228945
Westmoreland County,393,554,947,1928,58.50052798
Williamsburg City,310,98,408,1928,24.01960784
Winchester City,794,1168,1962,1928,59.53109072
Wise County,4559,4504,9063,1928,49.69656847
Wythe County,1516,2540,4056,1928,62.62327416
York County,194,642,836,1928,76.79425837
TOTALS,140146,164609,304755,1928,54.01355187
Accomack County,2458,527,3007,1932,17.5257732
Albemarle County,1949,508,2491,1932,20.3934163
Alexandria City,2941,1199,4184,1932,28.65678776
Alleghany County,1293,1095,2417,1932,45.30409599
Amelia County,701,142,854,1932,16.62763466
Amherst County,1764,195,1980,1932,9.848484848
Appomattox County,1123,204,1337,1932,15.25804039
Arlington County,3285,2806,6234,1932,45.01122875
Augusta County,2606,1541,4237,1932,36.37007316
Bath County,594,384,992,1932,38.70967742
Bedford County,2321,469,2831,1932,16.56658425
Bland County,783,556,1356,1932,41.00294985
Botetourt County,1808,1209,3058,1932,39.53564421
Bristol City,1252,307,1583,1932,19.39355654
Brunswick County,1361,52,1424,1932,3.651685393
Buchanan County,1372,727,2103,1932,34.56966239
Buckingham County,870,204,1090,1932,18.71559633
Buena Vista City,258,154,438,1932,35.15981735
Campbell County,1692,301,2021,1932,14.89361702
Caroline County,1076,270,1364,1932,19.79472141
Carroll County,1537,1461,3026,1932,48.28155981
Charles City County,245,85,335,1932,25.37313433
Charlotte County,1300,169,1477,1932,11.44211239
Charlottesville City,1287,409,1704,1932,24.00234742
Chesterfield County,1886,726,2698,1932,26.90882135
Clarke County,841,124,973,1932,12.74409044
Clifton Forge City,917,328,1271,1932,25.80645161
Craig County,649,302,966,1932,31.26293996
Culpeper County,1349,417,1782,1932,23.4006734
Cumberland County,511,84,608,1932,13.81578947
Danville City,2264,740,3084,1932,23.99481193
Dickenson County,2635,1228,3878,1932,31.66580712
Dinwiddie County,1028,104,1140,1932,9.122807018
Elizabeth City County,1226,700,1959,1932,35.73251659
Essex County,420,101,524,1932,19.27480916
Fairfax County,2714,1368,4154,1932,32.93211363
Fauquier County,1999,379,2396,1932,15.81803005
Floyd County,699,1051,1752,1932,59.98858447
Fluvanna County,579,176,768,1932,22.91666667
Franklin County,2245,812,3077,1932,26.38934027
Frederick County,1536,456,2016,1932,22.61904762
Fredericksburg City,812,366,1191,1932,30.73047859
Giles County,1754,1016,2802,1932,36.25981442
Gloucester County,916,280,1211,1932,23.12138728
Goochland County,629,166,810,1932,20.49382716
Grayson County,2306,1624,3958,1932,41.03082365
Greene County,394,258,652,1932,39.57055215
Greensville County,692,112,811,1932,13.81011097
Halifax County,3583,275,3901,1932,7.049474494
Hampton City,772,294,1084,1932,27.12177122
Hanover County,1073,238,1332,1932,17.86786787
Harrisonburg City,995,665,1692,1932,39.30260047
Henrico County,2458,1291,3875,1932,33.31612903
Henry County,1146,342,1503,1932,22.75449102
Highland County,464,355,838,1932,42.3627685
Hopewell City,957,342,1320,1932,25.90909091
Isle of Wight County,982,284,1275,1932,22.2745098
James City County,302,116,425,1932,27.29411765
King and Queen County,368,154,535,1932,28.78504673
King George County,475,203,682,1932,29.76539589
King William County,612,177,804,1932,22.01492537
Lancaster County,639,272,927,1932,29.34196332
Lee County,2892,1985,4915,1932,40.38657172
Loudoun County,2440,600,3071,1932,19.5376099
Louisa County,879,366,1281,1932,28.57142857
Lunenburg County,1141,92,1247,1932,7.377706496
Lynchburg City,3656,1200,4936,1932,24.31118314
Madison County,849,522,1380,1932,37.82608696
Martinsville City,739,212,958,1932,22.12943633
Mathews County,652,488,1154,1932,42.28769497
Mecklenburg County,2188,275,2478,1932,11.0976594
Middlesex County,595,127,742,1932,17.11590296
Montgomery County,1805,1522,3405,1932,44.6989721
Nansemond County,1264,196,1466,1932,13.36971351
Nelson County,1457,238,1702,1932,13.98354877
New Kent County,286,115,406,1932,28.32512315
Newport News City,2703,1515,4304,1932,35.19981413
Norfolk County,2926,1072,4059,1932,26.41044592
Norfolk City,8814,4403,13467,1932,32.69473528
Northampton County,1264,298,1577,1932,18.89663919
Northumberland County,630,245,884,1932,27.71493213
Nottoway County,1348,277,1671,1932,16.57690006
Orange County,1253,309,1567,1932,19.71920868
Page County,1851,1261,3158,1932,39.93033566
Patrick County,1342,486,1853,1932,26.2277388
Petersburg City,1920,490,2440,1932,20.08196721
Pittsylvania County,3124,656,3840,1932,17.08333333
Portsmouth City,3344,1840,5294,1932,34.75632792
Powhatan County,433,108,555,1932,19.45945946
Prince Edward County,970,196,1197,1932,16.37426901
Prince George County,597,115,719,1932,15.99443672
Prince William County,1499,386,1907,1932,20.24121657
Princess Anne County,1451,432,1902,1932,22.71293375
Pulaski County,2314,1109,3454,1932,32.10770122
Radford City,542,341,909,1932,37.51375138
Rappahannock County,590,124,720,1932,17.22222222
Richmond County,461,192,659,1932,29.13505311
Richmond City,14631,5602,20681,1932,27.08766501
Roanoke County,2509,1704,4268,1932,39.92502343
Roanoke City,6215,3195,9540,1932,33.49056604
Rockbridge County,1764,811,2619,1932,30.96601756
Rockingham County,2750,2194,5107,1932,42.96064226
Russell County,3274,1386,4671,1932,29.67244701
Scott County,2137,1673,3841,1932,43.55636553
Shenandoah County,2635,2514,5217,1932,48.18861415
Smyth County,2287,1843,4196,1932,43.9227836
S. Norfolk City,597,329,945,1932,34.81481481
Southampton County,1357,182,1557,1932,11.68914579
Spotsylvania County,784,346,1147,1932,30.16564952
Stafford County,731,454,1191,1932,38.11922754
Staunton City,988,551,1555,1932,35.4340836
Suffolk City,1013,265,1287,1932,20.59052059
Surry County,653,73,736,1932,9.918478261
Sussex County,688,122,825,1932,14.78787879
Tazewell County,2713,2005,4762,1932,42.10415792
Warren County,1096,367,1472,1932,24.93206522
Warwick County,645,242,900,1932,26.88888889
Washington County,2784,1774,4627,1932,38.34017722
Westmoreland County,641,212,857,1932,24.73745624
Williamsburg City,387,99,505,1932,19.6039604
Winchester City,1179,698,1910,1932,36.54450262
Wise County,5276,2405,7744,1932,31.05630165
Wythe County,1866,1589,3484,1932,45.60849598
York County,457,309,804,1932,38.43283582
TOTALS,203979,89637,297942,1932,30.08538575
Accomack County,1583,670,2259,1936,29.65914121
Albemarle County,1825,635,2467,1936,25.7397649
Alexandria City,3381,1225,4650,1936,26.34408602
Alleghany County,2013,1319,3345,1936,39.43198804
Amelia County,753,239,997,1936,23.97191575
Amherst County,1734,236,1976,1936,11.94331984
Appomattox County,1375,204,1587,1936,12.85444234
Arlington County,4971,2825,7835,1936,36.05615826
Augusta County,2872,1668,4571,1936,36.49092102
Bath County,614,514,1130,1936,45.48672566
Bedford County,2276,619,2906,1936,21.30075705
Bland County,778,642,1425,1936,45.05263158
Botetourt County,1544,1343,2901,1936,46.29438125
Bristol City,1364,311,1682,1936,18.48989298
Brunswick County,1303,60,1365,1936,4.395604396
Buchanan County,1886,808,2699,1936,29.93701371
Buckingham County,945,273,1220,1936,22.37704918
Buena Vista City,363,177,540,1936,32.77777778
Campbell County,1987,370,2363,1936,15.65806179
Caroline County,1104,258,1367,1936,18.8734455
Carroll County,2122,3245,5368,1936,60.45081967
Charles City County,233,79,312,1936,25.32051282
Charlotte County,1727,190,1922,1936,9.8855359
Charlottesville City,1393,335,1742,1936,19.23076923
Chesterfield County,2522,621,3173,1936,19.57138355
Clarke County,940,198,1141,1936,17.35319895
Clifton Forge City,1199,343,1550,1936,22.12903226
Craig County,653,395,1049,1936,37.65490944
Culpeper County,1266,551,1824,1936,30.20833333
Cumberland County,476,136,616,1936,22.07792208
Danville City,3266,549,3845,1936,14.27828349
Dickenson County,2683,1146,3830,1936,29.92167102
Dinwiddie County,1343,127,1475,1936,8.610169492
Elizabeth City County,1925,597,2540,1936,23.50393701
Essex County,527,116,645,1936,17.98449612
Fairfax County,2913,1584,4527,1936,34.99005964
Fauquier County,2037,629,2672,1936,23.54041916
Floyd County,699,1566,2273,1936,68.89573251
Fluvanna County,586,217,808,1936,26.85643564
Franklin County,2285,975,3272,1936,29.79828851
Frederick County,1386,665,2058,1936,32.31292517
Fredericksburg City,944,411,1357,1936,30.28739867
Giles County,1547,1047,2596,1936,40.33127889
Gloucester County,1012,281,1297,1936,21.66538165
Goochland County,638,228,870,1936,26.20689655
Grayson County,3005,3343,6352,1936,52.6290932
Greene County,341,321,663,1936,48.41628959
Greensville County,884,0,884,1936,0
Halifax County,4331,302,4642,1936,6.505816458
Hampton City,971,190,1162,1936,16.35111876
Hanover County,1397,327,1736,1936,18.83640553
Harrisonburg City,1390,894,2297,1936,38.92033087
Henrico County,3610,1285,4919,1936,26.12319577
Henry County,1790,458,2252,1936,20.3374778
Highland County,515,522,1040,1936,50.19230769
Hopewell City,1309,332,1651,1936,20.10902483
Isle of Wight County,1025,207,1235,1936,16.7611336
James City County,302,70,372,1936,18.8172043
King and Queen County,372,124,497,1936,24.94969819
King George County,469,295,766,1936,38.51174935
King William County,696,211,910,1936,23.18681319
Lancaster County,689,322,1014,1936,31.75542406
Lee County,4120,2066,6199,1936,33.32795612
Loudoun County,2287,867,3162,1936,27.41935484
Louisa County,1100,486,1598,1936,30.41301627
Lunenburg County,1291,77,1370,1936,5.620437956
Lynchburg City,3697,1373,5092,1936,26.96386489
Madison County,804,662,1467,1936,45.1261077
Martinsville City,949,255,1208,1936,21.10927152
Mathews County,622,452,1079,1936,41.89063948
Mecklenburg County,2730,202,2934,1936,6.884798909
Middlesex County,653,123,781,1936,15.74903969
Montgomery County,1832,1852,3713,1936,49.8788042
Nansemond County,1478,175,1654,1936,10.58041112
Nelson County,1204,370,1577,1936,23.46227013
New Kent County,307,120,427,1936,28.1030445
Newport News City,4021,919,4962,1936,18.52075776
Norfolk County,3734,652,4406,1936,14.79800272
Norfolk City,10561,3229,13849,1936,23.31576287
Northampton County,975,277,1255,1936,22.07171315
Northumberland County,618,260,878,1936,29.61275626
Nottoway County,1297,260,1568,1936,16.58163265
Orange County,1227,402,1636,1936,24.57212714
Page County,1888,1551,3447,1936,44.99564839
Patrick County,1588,726,2320,1936,31.29310345
Petersburg City,2192,444,2651,1936,16.74839683
Pittsylvania County,3694,556,4255,1936,13.06698002
Portsmouth City,5617,861,6509,1936,13.22783838
Powhatan County,438,158,596,1936,26.51006711
Prince Edward County,1153,253,1410,1936,17.94326241
Prince George County,713,128,844,1936,15.16587678
Prince William County,1512,457,1982,1936,23.05751766
Princess Anne County,1925,436,2368,1936,18.41216216
Pulaski County,2337,1180,3521,1936,33.51320648
Radford City,650,421,1078,1936,39.05380334
Rappahannock County,686,241,928,1936,25.96982759
Richmond County,451,217,668,1936,32.48502994
Richmond City,18784,4478,23348,1936,19.17937297
Roanoke County,3422,2105,5558,1936,37.87333573
Roanoke City,7087,3363,10504,1936,32.01637471
Rockbridge County,1635,868,2516,1936,34.49920509
Rockingham County,2916,2834,5794,1936,48.91266828
Russell County,3143,1599,4760,1936,33.59243697
Scott County,2122,2046,4168,1936,49.08829175
Shenandoah County,2861,3152,6028,1936,52.28931652
Smyth County,2337,2067,4421,1936,46.75412803
S. Norfolk City,823,172,1002,1936,17.16566866
Southampton County,1673,148,1826,1936,8.105147864
Spotsylvania County,836,453,1294,1936,35.00772798
Stafford County,651,596,1250,1936,47.68
Staunton City,1091,568,1668,1936,34.05275779
Suffolk City,1360,281,1641,1936,17.12370506
Surry County,715,87,804,1936,10.82089552
Sussex County,880,126,1006,1936,12.52485089
Tazewell County,2992,1981,4995,1936,39.65965966
Warren County,1174,426,1604,1936,26.55860349
Warwick County,870,200,1075,1936,18.60465116
Washington County,2595,2047,4654,1936,43.98366996
Westmoreland County,871,296,1167,1936,25.36418166
Williamsburg City,389,96,489,1936,19.63190184
Winchester City,1096,743,1851,1936,40.14046461
Wise County,5399,2057,7470,1936,27.53681392
Wythe County,2089,2781,4878,1936,57.01107011
York County,729,228,988,1936,23.07692308
TOTALS,234980,98336,334590,1936,29.3899997
Accomack County,1476,882,2366,1940,37.27810651
Albemarle County,1648,804,2458,1940,32.70951993
Alexandria City,4004,1802,5831,1940,30.90379009
Alleghany County,2153,1164,3329,1940,34.96545509
Amelia County,562,267,831,1940,32.1299639
Amherst County,2048,292,2347,1940,12.44141457
Appomattox County,1144,215,1363,1940,15.77402788
Arlington County,5440,4365,9862,1940,44.26079903
Augusta County,2774,1768,4564,1940,38.73794917
Bath County,630,527,1163,1940,45.31384351
Bedford County,2535,791,3340,1940,23.68263473
Bland County,753,693,1449,1940,47.82608696
Botetourt County,1329,1085,2422,1940,44.79768786
Bristol City,1465,423,1904,1940,22.21638655
Brunswick County,1288,164,1456,1940,11.26373626
Buchanan County,2554,1291,3848,1940,33.54989605
Buckingham County,829,289,1123,1940,25.73463936
Buena Vista City,280,113,395,1940,28.60759494
Campbell County,2358,456,2819,1940,16.17594892
Caroline County,1136,305,1447,1940,21.07809261
Carroll County,1546,1835,3386,1940,54.19373892
Charles City County,238,92,330,1940,27.87878788
Charlotte County,1467,251,1721,1940,14.58454387
Charlottesville City,1759,743,2515,1940,29.54274354
Chesterfield County,3354,879,4261,1940,20.62896034
Clarke County,1043,333,1380,1940,24.13043478
Clifton Forge City,1179,353,1543,1940,22.87751134
Craig County,656,299,957,1940,31.24346917
Culpeper County,1208,579,1794,1940,32.27424749
Cumberland County,396,157,559,1940,28.08586762
Danville City,3324,787,4141,1940,19.00507124
Dickenson County,2551,1785,4343,1940,41.10062169
Dinwiddie County,1129,264,1400,1940,18.85714286
Elizabeth City County,2337,652,3000,1940,21.73333333
Essex County,547,145,693,1940,20.92352092
Fairfax County,3263,2371,5660,1940,41.89045936
Fauquier County,1874,756,2637,1940,28.66894198
Floyd County,729,1482,2214,1940,66.93766938
Fluvanna County,579,241,821,1940,29.3544458
Franklin County,2037,925,2968,1940,31.16576819
Frederick County,1631,773,2406,1940,32.1280133
Fredericksburg City,1037,522,1565,1940,33.35463259
Giles County,1716,1024,2744,1940,37.31778426
Gloucester County,937,241,1180,1940,20.42372881
Goochland County,820,180,1004,1940,17.92828685
Grayson County,2703,2806,5526,1940,50.7781397
Greene County,363,282,645,1940,43.72093023
Greensville County,843,152,999,1940,15.21521522
Halifax County,3441,373,3826,1940,9.749085206
Hampton City,975,215,1194,1940,18.00670017
Hanover County,1347,364,1719,1940,21.1751018
Harrisonburg City,1462,1000,2481,1940,40.30632809
Henrico County,3993,2005,6027,1940,33.26696532
Henry County,1795,474,2280,1940,20.78947368
Highland County,549,628,1182,1940,53.13028765
Hopewell City,981,308,1290,1940,23.87596899
Isle of Wight County,1138,208,1346,1940,15.45319465
James City County,306,146,454,1940,32.15859031
King and Queen County,365,124,490,1940,25.30612245
King George County,515,167,683,1940,24.45095168
King William County,697,235,932,1940,25.21459227
Lancaster County,711,317,1036,1940,30.5984556
Lee County,4180,2623,6809,1940,38.52254369
Loudoun County,2156,1061,3231,1940,32.83813061
Louisa County,896,573,1482,1940,38.66396761
Lunenburg County,1213,144,1359,1940,10.59602649
Lynchburg City,4656,1966,6631,1940,29.64862012
Madison County,692,646,1342,1940,48.13710879
Martinsville City,980,269,1254,1940,21.45135566
Mathews County,592,349,947,1940,36.8532207
Mecklenburg County,2402,308,2713,1940,11.35274604
Middlesex County,586,125,713,1940,17.5315568
Montgomery County,2168,1890,4075,1940,46.3803681
Nansemond County,1408,129,1538,1940,8.387516255
Nelson County,1291,330,1626,1940,20.29520295
New Kent County,286,133,419,1940,31.74224344
Newport News City,3907,863,4799,1940,17.98291311
Norfolk County,3821,639,4475,1940,14.27932961
Norfolk City,10783,3485,14304,1940,24.36381432
Northampton County,866,359,1228,1940,29.23452769
Northumberland County,712,386,1102,1940,35.02722323
Nottoway County,1290,373,1674,1940,22.28195938
Orange County,1283,464,1759,1940,26.37862422
Page County,1596,1630,3237,1940,50.35526722
Patrick County,1479,514,1999,1940,25.71285643
Petersburg City,2193,604,2815,1940,21.45648313
Pittsylvania County,3710,728,4455,1940,16.34118967
Portsmouth City,5053,675,5753,1940,11.73300886
Powhatan County,510,157,669,1940,23.46786248
Prince Edward County,1110,313,1435,1940,21.81184669
Prince George County,766,156,925,1940,16.86486486
Prince William County,1435,500,1940,1940,25.77319588
Princess Anne County,1689,445,2137,1940,20.82358446
Pulaski County,2226,1023,3255,1940,31.42857143
Radford City,793,417,1216,1940,34.29276316
Rappahannock County,588,225,816,1940,27.57352941
Richmond County,475,257,741,1940,34.682861
Richmond City,19332,6031,25439,1940,23.70769291
Roanoke County,3539,2302,5888,1940,39.09646739
Roanoke City,6942,3553,10542,1940,33.70328211
Rockbridge County,1618,902,2535,1940,35.58185404
Rockingham County,2569,2922,5544,1940,52.70562771
Russell County,3109,2080,5200,1940,40
Scott County,2474,2982,5464,1940,54.57540264
Shenandoah County,2450,3527,5991,1940,58.87164079
Smyth County,2420,2134,4570,1940,46.69584245
S. Norfolk City,920,156,1076,1940,14.49814126
Southampton County,1508,213,1733,1940,12.29082516
